nombre_metrica,split,id_run,valor
log_loss,train,705,1.23
recall,train,706,0.72
f1,train,706,0.94
f1,test,707,0.79
log_loss,test,707,0.89
precision,train,707,0.96
log_loss,test,708,0.31
precision,train,708,0.82
accuracy,train,708,0.97
recall,val,709,0.62
recall,train,709,0.92
accuracy,train,709,0.88
precision,train,71,0.89
auc_roc,test,71,0.52
f1,train,71,0.95
log_loss,train,710,0.83
recall,val,710,0.91
recall,train,710,0.73
f1,val,711,0.6
f1,test,711,0.69
auc_roc,train,711,0.84
f1,train,712,0.61
precision,train,712,0.95
auc_roc,train,712,0.75
f1,train,713,0.88
accuracy,train,713,0.82
recall,train,713,0.6
accuracy,train,714,0.81
precision,val,714,0.95
f1,test,714,0.82
f1,train,715,0.87
precision,val,715,0.96
accuracy,test,715,0.88
f1,val,716,0.85
f1,train,716,0.88
precision,test,716,0.93
accuracy,val,717,0.83
auc_roc,train,717,0.73
auc_roc,test,717,0.8
accuracy,test,718,0.95
recall,test,718,0.79
auc_roc,train,718,0.74
auc_roc,train,719,0.91
accuracy,train,719,0.9
recall,train,719,0.94
log_loss,train,72,0.94
auc_roc,val,72,0.56
auc_roc,test,72,0.72
auc_roc,train,720,0.5
accuracy,train,720,0.93
log_loss,test,720,0.98
accuracy,test,721,0.85
recall,train,721,0.89
auc_roc,test,721,0.55
auc_roc,test,722,0.73
f1,train,722,0.65
precision,test,722,0.64
recall,train,723,0.85
f1,test,723,0.69
recall,test,723,0.73
recall,train,724,0.61
auc_roc,train,724,0.54
f1,val,724,0.63
auc_roc,val,725,0.95
f1,val,725,0.75
precision,train,725,0.98
auc_roc,train,726,0.72
precision,train,726,0.98
log_loss,test,726,0.37
precision,train,727,0.64
f1,val,727,0.93
log_loss,train,727,0.5
accuracy,train,728,0.92
recall,test,728,0.68
log_loss,train,728,1.19
accuracy,train,729,0.98
recall,train,729,0.95
precision,train,729,0.84
precision,test,73,0.66
log_loss,test,73,1.31
auc_roc,train,73,0.8
log_loss,train,730,0.56
f1,train,730,0.66
recall,test,731,0.75
f1,train,731,0.82
accuracy,val,731,0.91
log_loss,train,732,1.06
accuracy,val,732,0.85
auc_roc,train,732,0.78
accuracy,test,733,0.94
precision,test,733,0.83
auc_roc,train,733,0.52
auc_roc,val,734,0.65
f1,test,734,0.97
f1,train,734,0.84
auc_roc,train,735,0.87
log_loss,val,735,1.27
precision,train,736,0.85
recall,train,736,0.71
accuracy,test,736,0.87
accuracy,train,737,0.97
log_loss,val,737,0.5
precision,test,737,0.89
log_loss,train,738,1.18
f1,train,738,0.83
auc_roc,test,738,0.89
f1,val,739,0.87
accuracy,val,739,0.89
recall,test,739,0.8
log_loss,test,74,0.98
f1,train,74,0.6
accuracy,train,74,0.95
f1,train,740,0.71
precision,test,740,0.62
f1,test,740,0.94
accuracy,train,741,0.93
auc_roc,val,741,0.54
precision,train,741,0.81
auc_roc,test,742,0.78
auc_roc,val,742,0.77
recall,test,742,0.93
log_loss,val,743,0.77
f1,val,743,0.61
accuracy,train,743,0.95
accuracy,test,744,0.82
f1,train,744,0.9
precision,train,744,0.97
precision,train,745,0.61
auc_roc,val,745,0.58
recall,train,746,0.65
log_loss,test,746,0.94
accuracy,train,746,0.91
recall,test,747,0.93
recall,val,747,0.89
accuracy,train,747,0.85
auc_roc,train,748,0.9
precision,test,748,0.96
log_loss,val,748,0.79
recall,test,749,0.78
log_loss,train,749,0.76
f1,train,749,0.62
precision,test,75,0.94
f1,test,75,0.69
recall,val,750,0.73
recall,test,750,0.86
log_loss,train,750,1.41
recall,train,751,0.92
f1,test,751,0.65
log_loss,train,751,0.82
recall,train,752,0.78
accuracy,train,752,0.97
log_loss,train,752,1.23
recall,train,753,0.61
auc_roc,train,753,0.95
precision,test,753,0.71
auc_roc,train,754,0.73
accuracy,val,754,0.88
precision,test,754,0.68
auc_roc,train,755,0.98
auc_roc,val,755,0.51
precision,train,755,0.65
log_loss,train,756,1.27
precision,test,756,0.79
log_loss,val,757,0.57
accuracy,val,757,0.8
accuracy,train,757,0.85
log_loss,test,758,1.13
auc_roc,train,758,0.62
accuracy,val,758,0.94
log_loss,test,759,0.5
recall,val,759,0.69
log_loss,val,759,0.73
f1,train,76,0.83
precision,train,76,0.93
recall,train,76,0.77
log_loss,train,760,1.38
recall,train,760,0.86
f1,train,761,0.85
recall,train,761,0.75
f1,val,762,0.62
log_loss,train,762,0.4
auc_roc,train,762,0.51
log_loss,train,763,0.19
precision,train,763,0.83
recall,train,763,0.95
accuracy,train,764,0.98
recall,train,764,0.75
precision,train,764,0.79
accuracy,val,765,0.94
recall,test,765,0.9
f1,val,765,0.72
auc_roc,val,766,0.74
f1,train,766,0.73
accuracy,test,766,0.88
accuracy,test,767,0.95
accuracy,train,767,0.82
precision,test,767,0.94
auc_roc,test,768,0.81
log_loss,test,768,0.22
log_loss,val,769,0.13
log_loss,test,769,0.55
accuracy,test,769,0.97
recall,val,77,0.89
accuracy,train,77,0.92
auc_roc,train,77,0.8
accuracy,train,770,0.99
auc_roc,train,770,0.81
log_loss,train,770,0.79
auc_roc,train,771,0.72
accuracy,train,771,0.84
log_loss,test,771,0.11
auc_roc,test,772,0.92
recall,train,772,0.67
f1,train,772,0.73
auc_roc,val,773,0.51
accuracy,train,773,0.93
precision,train,774,0.72
recall,train,774,0.64
auc_roc,test,774,0.81
precision,train,775,0.97
recall,train,775,0.71
log_loss,test,775,0.95
f1,train,776,0.92
recall,train,776,0.84
accuracy,val,777,0.95
f1,test,777,0.62
auc_roc,train,777,0.96
f1,test,778,0.74
log_loss,test,778,1.23
accuracy,train,778,0.84
auc_roc,test,779,0.73
f1,val,779,0.78
precision,train,779,0.86
f1,val,78,0.93
accuracy,train,78,0.94
recall,val,78,0.81
recall,train,780,0.78
log_loss,train,780,1.1
auc_roc,val,780,0.93
recall,test,781,0.9
f1,test,781,0.67
f1,val,781,0.71
precision,train,782,0.88
recall,val,782,0.9
recall,test,782,0.62
auc_roc,train,783,0.59
recall,test,783,0.69
f1,val,783,0.63
auc_roc,test,784,0.63
recall,train,784,0.98
log_loss,train,784,0.46
log_loss,val,785,0.73
precision,test,785,0.93
f1,train,785,0.96
f1,train,786,0.72
auc_roc,test,786,0.69
f1,val,786,0.79
recall,val,787,0.87
auc_roc,train,787,0.66
recall,train,787,0.75
precision,train,788,0.93
f1,val,788,0.72
f1,train,788,0.73
precision,val,789,0.7
accuracy,train,789,0.84
f1,test,79,0.65
auc_roc,train,79,0.63
auc_roc,test,79,0.64
log_loss,train,790,1.22
precision,test,790,0.9
accuracy,val,790,0.96
f1,train,791,0.68
log_loss,train,791,0.47
recall,test,791,0.85
f1,train,792,0.89
accuracy,train,792,0.85
auc_roc,val,792,0.78
auc_roc,test,793,0.67
precision,val,793,0.91
log_loss,val,793,0.38
precision,test,794,0.72
accuracy,train,794,0.88
accuracy,test,794,0.83
f1,val,795,0.78
auc_roc,train,795,0.53
precision,test,795,0.95
precision,test,796,0.97
precision,train,796,0.98
accuracy,test,796,0.88
log_loss,test,797,0.75
f1,train,797,0.83
log_loss,val,797,0.07
recall,test,798,0.87
accuracy,val,798,0.81
accuracy,val,799,0.88
f1,train,799,0.66
precision,val,799,0.93
recall,train,8,0.9
auc_roc,val,8,0.61
accuracy,val,80,0.97
log_loss,val,80,1.02
precision,test,80,0.96
auc_roc,train,800,0.91
precision,test,800,0.97
recall,train,801,0.75
accuracy,val,801,0.99
f1,test,801,0.64
log_loss,train,802,0.16
f1,test,802,0.72
precision,train,802,0.7
accuracy,val,803,0.88
f1,test,803,0.79
recall,train,803,0.82
recall,train,804,0.92
recall,val,804,0.8
precision,test,804,0.94
accuracy,train,805,0.85
auc_roc,train,805,0.66
accuracy,val,805,0.99
auc_roc,train,806,0.5
precision,val,806,0.94
accuracy,train,806,0.81
auc_roc,test,807,0.92
precision,val,807,0.61
auc_roc,train,807,0.75
precision,train,808,0.96
accuracy,test,808,0.92
recall,train,808,0.79
accuracy,train,809,0.85
auc_roc,train,809,0.88
auc_roc,train,81,0.97
auc_roc,test,81,0.52
log_loss,train,81,0.66
auc_roc,test,810,0.85
f1,test,810,0.62
precision,train,810,0.64
accuracy,train,811,0.83
f1,train,811,0.78
auc_roc,train,811,0.7
precision,val,812,0.7
accuracy,train,812,0.88
recall,train,812,0.72
f1,val,813,0.89
auc_roc,val,813,0.94
f1,train,813,0.7
accuracy,train,814,0.93
accuracy,test,814,0.94
recall,train,814,0.7
log_loss,train,815,0.33
auc_roc,train,815,0.89
accuracy,val,816,0.86
f1,train,816,0.82
log_loss,train,816,1.31
log_loss,train,817,0.42
precision,train,817,0.65
accuracy,test,817,0.85
auc_roc,train,818,0.92
log_loss,test,818,0.09
log_loss,train,819,0.59
accuracy,train,819,0.8
recall,test,819,0.63
accuracy,train,82,0.93
recall,train,82,0.84
accuracy,val,82,0.92
precision,test,820,0.69
auc_roc,train,820,0.77
precision,train,820,0.95
accuracy,test,821,0.9
log_loss,test,821,0.61
recall,train,821,0.8
log_loss,train,822,0.53
log_loss,val,822,0.32
auc_roc,train,822,0.63
recall,val,823,0.77
auc_roc,train,823,0.76
f1,train,823,0.95
log_loss,train,824,1.34
recall,train,824,0.6
accuracy,train,825,0.93
log_loss,val,825,1.3
f1,train,826,0.97
recall,test,826,0.82
log_loss,train,826,0.48
f1,train,827,0.82
accuracy,val,827,0.97
log_loss,test,827,0.62
auc_roc,train,828,0.52
f1,train,828,0.86
log_loss,train,828,0.24
auc_roc,train,829,0.88
log_loss,train,829,0.36
recall,train,83,0.9
f1,train,83,0.79
f1,val,830,0.62
accuracy,val,830,0.87
f1,test,830,0.74
recall,test,831,0.72
log_loss,train,831,0.05
auc_roc,train,831,0.62
log_loss,val,832,0.22
precision,train,832,0.6
recall,train,832,0.62
f1,train,833,0.66
precision,val,833,0.96
recall,test,833,0.95
accuracy,train,834,0.9
auc_roc,train,834,0.68
log_loss,test,835,1.22
log_loss,train,835,0.71
accuracy,val,835,0.92
log_loss,val,836,0.08
recall,val,836,0.85
f1,test,836,0.69
precision,val,837,0.8
accuracy,train,837,0.96
accuracy,val,837,0.83
auc_roc,test,838,0.55
f1,val,838,0.93
accuracy,train,838,0.99
log_loss,train,839,0.82
auc_roc,val,839,0.66
recall,train,839,0.92
f1,val,84,0.82
precision,test,84,0.91
recall,test,840,0.92
recall,val,840,0.78
auc_roc,train,840,0.57
precision,test,841,0.67
log_loss,train,841,1.25
recall,val,841,0.95
auc_roc,test,842,0.97
accuracy,val,842,0.83
log_loss,train,842,1.37
recall,val,843,0.72
log_loss,test,843,1.05
precision,train,843,0.81
f1,train,844,0.66
recall,train,844,0.7
precision,val,844,0.62
recall,train,845,0.7
auc_roc,test,845,0.89
f1,train,845,0.95
precision,test,846,0.63
auc_roc,train,846,0.79
recall,test,847,0.8
accuracy,train,847,0.97
log_loss,val,847,0.29
f1,val,848,0.7
log_loss,train,848,1.01
f1,train,848,0.73
f1,test,849,0.83
accuracy,val,849,0.89
f1,train,849,0.74
auc_roc,test,85,0.58
log_loss,train,85,0.2
log_loss,val,85,1.04
precision,val,850,0.73
accuracy,val,850,0.94
f1,train,850,0.65
auc_roc,test,851,0.93
precision,train,851,0.9
f1,train,851,0.72
precision,test,852,0.88
auc_roc,train,852,0.57
accuracy,val,852,0.87
auc_roc,test,853,0.8
f1,val,853,0.68
auc_roc,train,854,0.97
f1,test,854,0.96
recall,train,854,0.87
f1,val,855,0.78
precision,train,855,0.82
auc_roc,val,856,0.54
precision,train,856,0.62
log_loss,val,857,0.39
recall,test,857,0.6
f1,val,857,0.64
f1,val,858,0.83
auc_roc,train,858,0.51
recall,test,858,0.65
accuracy,val,859,0.92
auc_roc,val,859,0.65
precision,val,859,0.87
f1,train,86,0.66
precision,train,86,0.7
log_loss,val,860,0.18
auc_roc,train,860,0.65
accuracy,train,860,0.9
precision,train,861,0.74
log_loss,test,861,0.41
f1,train,861,0.61
auc_roc,train,862,0.61
accuracy,train,862,0.96
f1,test,863,0.77
precision,val,863,0.71
precision,train,863,0.74
log_loss,val,864,1.19
auc_roc,val,864,0.56
f1,train,864,0.9
f1,train,865,0.92
accuracy,test,865,0.94
recall,val,865,0.92
precision,train,866,0.78
precision,val,866,0.77
recall,test,866,0.61
precision,train,867,0.82
precision,test,867,0.96
recall,val,867,0.69
log_loss,val,868,1.24
recall,val,868,0.71
log_loss,test,868,1.48
recall,train,869,0.84
auc_roc,train,869,0.63
log_loss,test,869,1.2
f1,test,87,0.76
precision,train,87,0.61
log_loss,test,87,1.09
accuracy,test,870,0.98
recall,test,870,0.65
log_loss,train,870,0.18
f1,train,871,0.73
auc_roc,val,871,0.95
log_loss,test,871,0.52
log_loss,val,872,0.08
accuracy,train,872,0.97
precision,val,872,0.93
auc_roc,train,873,0.95
log_loss,train,873,1.39
precision,train,873,0.61
recall,val,874,0.89
f1,train,874,0.84
accuracy,val,874,0.89
auc_roc,test,875,0.51
recall,test,875,0.91
recall,train,875,0.75
recall,train,876,0.71
auc_roc,train,876,0.6
precision,val,876,0.63
f1,train,877,0.64
precision,train,877,0.81
auc_roc,train,878,0.54
precision,val,878,0.96
recall,train,878,0.78
auc_roc,train,879,0.87
log_loss,train,879,0.83
precision,test,879,0.74
precision,train,88,0.9
f1,train,88,0.78
precision,test,88,0.7
precision,val,880,0.65
log_loss,train,880,0.09
precision,train,880,0.63
log_loss,test,881,0.84
recall,train,881,0.88
f1,train,881,0.7
auc_roc,test,882,0.85
precision,val,882,0.81
log_loss,train,882,1.08
f1,val,883,0.95
accuracy,train,883,0.99
f1,test,883,0.82
f1,train,884,0.82
accuracy,val,884,0.97
accuracy,test,884,0.91
f1,train,885,0.73
auc_roc,train,885,0.9
f1,test,886,0.63
recall,train,886,0.62
log_loss,train,886,0.2
auc_roc,test,887,0.82
f1,train,887,0.63
f1,test,887,0.92
precision,val,888,0.92
accuracy,train,888,0.92
log_loss,val,888,0.26
auc_roc,test,889,0.72
accuracy,test,889,0.87
log_loss,train,889,0.27
log_loss,train,89,0.4
accuracy,val,89,0.86
accuracy,train,89,0.92
auc_roc,val,890,0.84
precision,val,890,0.77
f1,train,890,0.8
recall,train,891,0.86
f1,test,891,0.97
log_loss,train,892,0.59
accuracy,train,892,0.95
log_loss,train,893,0.33
auc_roc,test,893,0.79
auc_roc,train,893,0.91
log_loss,train,894,1.27
f1,test,894,0.96
recall,val,895,0.88
accuracy,test,895,0.82
auc_roc,test,895,0.98
recall,train,896,0.71
precision,val,896,0.88
f1,val,896,0.65
accuracy,train,897,0.84
log_loss,train,897,0.88
recall,train,898,0.96
precision,train,898,0.62
auc_roc,train,898,0.62
f1,train,899,0.82
recall,train,899,0.67
auc_roc,test,9,0.5
log_loss,train,9,0.73
accuracy,val,9,0.8
recall,val,90,0.81
f1,train,90,0.95
precision,test,90,0.79
accuracy,test,900,0.95
f1,train,900,0.83
log_loss,test,900,0.36
precision,train,901,0.77
recall,val,902,0.97
auc_roc,train,902,0.92
recall,train,903,0.64
accuracy,test,903,0.93
recall,test,903,0.81
f1,test,904,0.89
precision,train,904,0.75
recall,train,904,0.75
log_loss,test,905,0.33
log_loss,train,905,0.11
recall,val,905,0.84
recall,train,906,0.73
f1,train,906,0.92
auc_roc,train,907,0.7
recall,train,907,0.9
f1,train,907,0.84
precision,val,908,0.7
recall,val,908,0.85
recall,train,908,0.8
log_loss,test,909,0.05
auc_roc,train,909,0.72
precision,test,909,0.85
precision,test,91,0.74
recall,test,91,0.69
log_loss,train,91,0.74
accuracy,train,910,0.83
accuracy,val,910,0.9
recall,train,910,0.79
accuracy,train,911,0.84
log_loss,test,911,0.18
f1,train,912,0.69
recall,val,912,0.87
auc_roc,train,912,0.92
f1,train,913,0.69
accuracy,train,913,0.9
precision,train,913,0.77
f1,train,914,0.78
f1,val,914,0.83
precision,val,914,0.72
log_loss,test,915,0.8
recall,train,915,0.76
auc_roc,test,915,0.67
auc_roc,train,916,0.61
f1,train,916,0.72
log_loss,val,917,0.98
auc_roc,train,917,0.68
recall,train,917,0.66
auc_roc,train,918,0.86
log_loss,val,918,1.34
auc_roc,val,918,0.72
f1,train,919,0.95
recall,val,919,0.95
accuracy,train,919,0.99
precision,train,92,0.82
f1,train,92,0.7
auc_roc,train,920,0.86
precision,val,920,0.8
log_loss,val,920,0.38
auc_roc,val,921,0.52
precision,train,921,0.73
recall,train,921,0.93
precision,train,922,0.93
log_loss,train,922,1.24
f1,train,922,0.6
f1,train,923,0.69
f1,test,923,0.98
accuracy,train,923,0.87
auc_roc,train,924,0.65
precision,val,924,0.61
precision,test,925,0.88
f1,val,925,0.73
accuracy,train,925,0.9
precision,val,926,0.85
accuracy,train,926,0.85
precision,train,926,0.77
accuracy,val,927,0.98
recall,train,927,0.8
f1,train,928,0.8
log_loss,train,928,0.98
accuracy,train,928,0.96
accuracy,train,929,0.84
log_loss,train,929,1.0
precision,test,929,0.85
precision,test,93,0.9
accuracy,train,93,0.87
recall,test,93,0.68
f1,val,930,0.71
precision,train,930,0.62
recall,test,930,0.91
auc_roc,train,931,0.82
recall,train,931,0.68
f1,test,931,0.74
accuracy,test,932,0.82
precision,train,932,0.96
auc_roc,test,932,0.96
accuracy,train,933,0.88
log_loss,test,933,1.49
recall,val,934,0.66
auc_roc,val,934,0.57
recall,val,935,0.61
auc_roc,train,935,0.94
log_loss,train,935,0.92
recall,train,936,0.86
precision,train,936,0.76
log_loss,val,936,0.72
recall,val,937,0.74
log_loss,train,937,0.47
auc_roc,train,937,0.68
log_loss,test,938,0.64
log_loss,val,938,1.03
f1,train,938,0.6
log_loss,train,939,0.72
f1,val,939,0.97
precision,train,94,0.72
accuracy,train,94,0.89
f1,val,94,0.68
recall,test,940,0.77
accuracy,test,940,0.99
log_loss,train,940,0.59
f1,test,941,0.83
precision,train,941,0.87
precision,test,941,0.94
recall,val,942,0.82
recall,train,942,0.71
precision,val,942,0.66
auc_roc,train,943,0.59
precision,test,943,0.81
precision,test,944,0.66
recall,train,944,0.77
accuracy,val,944,0.95
log_loss,train,945,1.04
accuracy,test,945,0.92
f1,train,945,0.83
precision,val,946,0.9
log_loss,train,946,0.77
accuracy,val,946,0.88
precision,train,947,0.69
f1,test,947,0.74
auc_roc,train,948,0.89
log_loss,train,948,0.07
f1,val,948,0.77
f1,test,949,0.87
auc_roc,train,949,0.59
recall,train,95,0.81
auc_roc,train,95,0.89
f1,train,95,0.86
auc_roc,train,950,0.75
accuracy,train,950,0.87
log_loss,test,950,0.42
precision,train,951,0.75
f1,train,951,0.8
precision,test,951,0.77
auc_roc,test,952,0.61
accuracy,train,952,0.88
precision,train,952,0.67
f1,train,953,0.72
f1,val,953,0.89
log_loss,test,953,1.32
recall,train,954,0.67
log_loss,train,954,0.68
precision,test,954,0.71
auc_roc,val,955,0.52
recall,train,955,0.63
precision,test,955,0.97
log_loss,train,956,0.53
auc_roc,train,956,0.94
recall,train,956,0.72
accuracy,test,957,0.87
log_loss,val,957,1.34
accuracy,train,957,0.8
f1,train,958,0.63
accuracy,train,958,0.97
precision,train,958,0.68
f1,train,959,0.67
auc_roc,train,959,0.64
auc_roc,test,959,0.87
log_loss,val,96,0.74
recall,train,96,0.85
auc_roc,train,96,0.78
accuracy,test,960,0.82
log_loss,train,960,0.47
accuracy,train,960,0.93
accuracy,train,961,0.97
auc_roc,train,961,0.73
recall,val,961,0.6
recall,train,962,0.67
auc_roc,val,962,0.76
accuracy,train,962,0.99
auc_roc,train,963,0.89
f1,train,963,0.85
recall,train,963,0.64
f1,test,964,0.94
recall,train,964,0.65
accuracy,val,964,0.99
recall,test,965,0.86
recall,train,965,0.83
auc_roc,train,965,0.65
f1,val,966,0.97
recall,train,966,0.61
recall,test,966,0.69
log_loss,test,967,1.42
log_loss,train,967,1.27
precision,val,968,0.81
log_loss,train,968,0.32
auc_roc,train,968,0.5
auc_roc,train,969,0.57
precision,train,969,0.93
log_loss,train,969,1.29
log_loss,train,97,1.34
recall,train,97,0.71
accuracy,train,970,0.97
accuracy,test,970,0.86
f1,test,970,0.93
f1,train,971,0.64
precision,train,971,0.71
accuracy,test,971,0.94
f1,val,972,0.83
precision,test,972,0.96
recall,train,973,0.75
precision,val,973,0.69
auc_roc,val,973,0.69
auc_roc,train,974,0.89
f1,val,974,0.95
precision,val,974,0.86
f1,train,975,0.85
recall,val,975,0.96
recall,train,975,0.89
recall,train,976,0.75
auc_roc,train,976,0.66
accuracy,train,977,0.95
precision,train,977,0.96
recall,test,978,0.82
accuracy,train,978,0.93
precision,val,978,0.69
precision,train,979,0.72
precision,test,979,0.65
auc_roc,test,979,0.53
precision,train,98,0.67
f1,test,98,0.76
accuracy,val,98,0.82
accuracy,test,980,0.92
log_loss,train,980,1.05
f1,train,980,0.67
f1,val,981,0.73
log_loss,train,981,0.3
log_loss,test,981,1.44
log_loss,test,982,1.07
recall,train,982,0.74
auc_roc,test,982,0.64
log_loss,train,983,1.31
auc_roc,test,983,0.71
log_loss,val,983,0.45
log_loss,train,984,1.02
precision,train,984,0.88
auc_roc,val,984,0.81
auc_roc,train,985,0.67
log_loss,test,985,1.27
log_loss,train,986,1.32
auc_roc,val,986,0.6
log_loss,val,986,0.44
auc_roc,train,987,0.78
log_loss,train,987,1.44
recall,test,988,0.69
log_loss,train,988,0.42
accuracy,train,988,0.95
accuracy,val,989,0.83
precision,train,989,0.9
f1,train,99,0.74
auc_roc,train,99,0.81
auc_roc,val,990,0.63
accuracy,train,990,0.83
recall,train,990,0.88
log_loss,train,991,1.26
auc_roc,val,991,0.59
precision,val,991,0.74
precision,train,992,0.79
precision,test,992,0.76
precision,val,992,0.71
log_loss,val,993,1.06
auc_roc,val,993,0.72
accuracy,val,993,0.85
recall,val,994,0.82
f1,test,994,0.62
recall,train,994,0.96
log_loss,val,995,0.13
log_loss,train,995,0.28
f1,train,995,0.8
f1,test,996,0.75
accuracy,val,996,0.91
accuracy,test,996,0.81
precision,train,997,0.72
recall,train,997,0.63
precision,val,997,0.72
f1,test,998,0.71
accuracy,train,998,0.84
log_loss,test,998,1.09
auc_roc,train,999,0.81
accuracy,train,999,0.92
